brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
2177,nan,38998,nan,0,nan,842 Cedar Dr,Stockholm,,,9.462522956841138e-05,2022-03-18
nan,-,37093,,nan,-1.75,73 Franklin Rd,,-,,,nan
,s,,9999,3,,197 Meadow Ct,,nan,99,,03/30/22
94681,,5570,-,-,,655 First Street,-,-,12,,2021-11-29
104873,nan,888000,4,,,210 Church Ln,-,TX,nan,0.00014907598714416896,nan
-,-,408554,,,-1.52,611 Hill Pl,Wichita,KS,-,9.670569329660238e-05,2021-11-12
-,nan,nan,2,0,-1.03,nan,Bruxelles,,-,3.0525424701561066e-05,2021-11-19
94681,,-,-,-,,655 First Street,-,-,12,,2021-11-29
57424,-,29519,nan,-,-1.35,,Livermore,CA,94,1785,
,s,90000,,-,nan,nan,nan,Missouri,63,-,nan
2177,nan,nan,nan,0,nan,842 Cedar Dr,Stockholm,,,9.462522956841138e-05,2022-03-18
,s,259900,4,0,0.13,391 Bridge Road,Stockholm,Montana,nan,,
84529,nan,,,0,nan,162 Mill St,-,,-,-,2011-11-14
,nan,,nan,0,-0.32,254 Princess Ave,Lisbon,IA,52722,0.00013505079201101927,11/21/16
2765,-,,3,,,699 Wilson Drive,-,nan,38,,04/15/22
,f,,3,-,-0.27,624 River Ln,Prague,nan,,nan,2022-10-31
-,-,317900,9999,2,nan,-,,-,,2032,nan
Charles Carpenter,s,2450000,4,0,,687 Wilson Avenue,Madrid,-,90064,2751,nan
,nan,nan,2,nan,0.16,-,Amsterdam,Wisconsin,53704,1699,2021-12-17
-,-,$375000,,,-1.52,611 Hill Pl,Wichita,KS,-,9.670569329660238e-05,2021-11-12
10649,nan,,-,-,0.2,nan,-,PA,15,-,
53377,-,232830,nan,-,nan,-,-,Missouri,63,5.825298438934803e-05,01/18/22
92736,for_sale,175000,3,,,,nan,OK,74,1144,12/29/17
nan,,nan,3,0,,272 Farm Blvd,,MI,nan,1960,10/14/10
Charles Swift,sold,121562,,,nan,272 Broadway Ln,Fairview,nan,48621,7.40358126721763e-05,2022-04-14
Charles Swift,sold,$98500,,,nan,272 Broadway Ln,Fairview,nan,48621,7.40358126721763e-05,2022-04-14
Sophia Rodriguez,-,nan,3,,,920 Field Dr,,Virginia,-,7.443038337924701e-05,2022-04-22
Julia Rodriguez,f,nan,9999,-,nan,nan,-,-,78,8.415117079889807e-05,05/14/04
nan,nan,509900,9999,0,-,603 Princess St,-,CA,92583,8.547836317722681e-05,
Louise Hudson,f,-,9999,2,,169 Meadow Street,Mount Pleasant,Michigan,-,5.4665977961432504e-05,
nan,nan,509900,nan,0,-,603 Princess St,-,CA,92583,8.547836317722681e-05,
Julia Rodriguez,f,$375000,9999,-,nan,nan,-,-,78,8.415117079889807e-05,05/14/04
,nan,370000,9999,2,0.12,nan,Spokane,WA,,-,-
109950,sold,nan,9999,-,-,414 Second Ln,Lisbon,Texas,76,1552,01/19/22
-,for_sale,$599500,5,3,,nan,-,-,28467,-,-
-,nan,269900,nan,-,-1.71,,Prague,-,nan,nan,-
Sophia Rodriguez,-,nan,3,,,920 Field Dr,,Virginia,22,7.443038337924701e-05,2022-04-22
Julia Hudson,-,,,0,-,nan,Vienna,nan,-,-,04/19/19
53377,-,$189900,nan,-,nan,-,-,Missouri,63,5.825298438934803e-05,01/18/22
,,-,9999,,-0.56,,Melbourne,Florida,-,3056,2022-01-21
nan,-,898000,3,0,0.21,,Amsterdam,California,nan,-,04/08/22
nan,-,$425000,-,2,nan,226 Square Road,nan,Massachusetts,,-,07/06/01
Julia Garcia,,-,9999,-,nan,-,Ellisville,-,nan,2037,03/04/22
Thomas Rodriguez,-,150000,nan,0,-0.33,675 Circle Dr,Hulbert,,74,,04/19/18
Richard Williams,s,nan,3,,nan,-,Akron,-,nan,-,
78247,nan,nan,9999,,-1.85,676 South Boulevard,Troy,IL,62,-,01/26/22
-,s,,-,0,nan,219 Field St,Houston,Texas,77021,,nan
109950,sold,8805,9999,-,-,414 Second Ln,Lisbon,Texas,76,1552,01/19/22
,nan,370000,9999,-,0.12,nan,Spokane,WA,,-,-
nan,-,375000,nan,1,,,,Ohio,nan,1328,07/06/20
,,239000,nan,-,0.56,829 Main Boulevard,Oak Ridge,TN,-,6.183999081726355e-05,-
-,-,-,3,,0.14,368 Shore Rd,Rome,FL,-,nan,nan
,,294991,3,0,-1.8,672 West Place,Stuarts Draft,,24,1827,2022-02-14
-,nan,$1300000,9999,-,-,nan,Julian,-,-,986,-
,,nan,nan,0,,-,nan,West VA,nan,,12/10/21
Kristine Jones,,,,,-0.07,,,MN,55424,0.0001759426652892562,2021-12-30
,nan,-,9999,,nan,,,OH,44442,-,nan
John Hudson,f,$635000,9999,-,,885 Washington Ave,Stockholm,-,-,,nan
-,nan,nan,2,0,-1.03,nan,Bruxelles,,-,3.0525424701561066e-05,2021-11-19
Kristine Haley,f,129900,4,2,,,nan,South Carolina,29,7.633149678604225e-05,2021-09-20
81824,sold,11982,,3,-0.76,63 Field Dr,nan,nan,29154,-,2021-12-22
-,s,,-,0,nan,219 Field St,-,Texas,77021,,nan
Taylor Davis,for_sale,$490000,nan,nan,0.16,229 Broadway Ave,nan,-,-,8.666207529843893e-05,nan
nan,sold,nan,-,0,-1.7,73 Lake Lane,Bruxelles,nan,-,-,nan
-,nan,nan,nan,6,-,779 Third Blvd,Berlin,Illinois,60050,0.00014868141643709825,-
,s,278017,4,0,0.13,391 Bridge Road,Stockholm,Montana,nan,,
-,for_sale,-,3,3,nan,nan,nan,-,,3650,1992-10-22
Sophia Carpenter,nan,26133,-,0,,-,,VA,-,2075,nan
15757,f,69900,-,1,0.17,520 View Rd,Budapest,Oklahoma,nan,4.7814795684113866e-05,06/09/16
Thomas Brown,f,572478,3,,nan,nan,nan,Virginia,22,nan,09/29/11
nan,-,-,9999,0,-,nan,nan,nan,36092,-,-
-,-,317900,-,2,nan,-,,-,,2032,nan
James Martinez,s,$949900,,nan,,nan,,MD,-,2500,nan
,-,-,-,0,-,922 Square Avenue,-,WA,nan,-,2022-03-09
Richard Miller,,-,3,0,,59 Park Boulevard,-,ID,83,2796,2022-01-10
,for_sale,,,0,,995 Maple Avenue,Prague,IL,,,-
nan,nan,935000,nan,0,-0.19,-,Prague,nan,,nan,02/18/22
nan,-,898000,3,0,0.21,52 North Blvd,Amsterdam,California,nan,-,04/08/22
nan,,$389000,-,-,0.22,,Barcelona,,-,1696,-
James Carpenter,for_sale,1150000,,nan,nan,223 Lake Street,Rome,-,90802,5.054092056932966e-05,nan
Julia Hudson,-,12031,,0,-,nan,Vienna,nan,-,-,04/19/19
nan,-,28513,9999,0,-,nan,-,Indiana,-,-,06/19/20
-,,,nan,2,-0.66,-,Plato,-,65552,nan,2021-12-17
22611,-,$280000,4,2,,952 King Rd,nan,,15146,6.722050045913683e-05,04/19/22
Joseph Antonoff,-,461099,nan,4,,,Irving,-,75,nan,nan
John Hudson,f,680150,9999,-,,885 Washington Ave,Stockholm,-,-,,nan
45913,s,-,9999,-,-0.08,94 Washington Avenue,-,,12,-,2021-11-23
-,nan,-,nan,-,-1.71,,Prague,-,nan,nan,-
Joseph Brown,s,nan,-,nan,-,760 Madison Ln,Rome,-,92,1888,
76215,nan,nan,9999,0,-1.37,,Bella Vista,AR,72714,nan,nan
-,nan,,,,nan,981 Harbor Avenue,Chicago,Illinois,60,nan,-
nan,sold,7217,3,nan,,977 Adams Boulevard,-,Massachusetts,18,7.930871212121212e-05,
,nan,-,9999,2,-0.08,324 Sunset St,,Minnesota,nan,6.84400826446281e-05,04/01/22
Taylor Miller,,nan,,2,nan,-,London,Idaho,-,1574,12/17/21
Joseph Martinez,nan,$249900,3,,-,159 Meadow Road,Scituate,-,-,nan,2022-02-04
,nan,309000,3,nan,3.0,-,nan,nan,-,2025,
James Carpenter,for_sale,1178989,,nan,nan,223 Lake Street,Rome,-,90802,5.054092056932966e-05,nan
-,-,-,3,,0.14,368 Shore Rd,nan,FL,-,nan,nan
78184,,,,0,-0.05,,Rome,-,nan,-,
-,for_sale,$105000,3,nan,,434 Court Ct,nan,-,73801,,nan
Robert Martinez,f,140510,4,-,0.15,-,-,Ohio,-,nan,
-,s,,9999,0,-1.24,nan,nan,nan,28451,0.00010965478650137742,
Kristine Rodriguez,-,,3,,,-,,-,76,2344,2013-05-01
Thomas Rodriguez,-,169211,nan,0,-0.33,675 Circle Dr,Hulbert,,74,,04/19/18
