brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
84534,sold,4990900,3,4,0.07,920 Field Dr,Vienna,Virginia,22180,10870.0,2022-04-22
53232,for_sale,330000,2,1,0.3,225 Broadway Ct,Kingston,New York,12401,10170.0,2014-07-01
45913,sold,250000,7,10,0.00014,94 Washington Ave,Queensbury,New York,12804,24.0,2021-11-23
45807,for_sale,375000,8,11,0.0015,157 Market Pl,New Middletown,Ohio,44442,1747.0,1991-04-17
53556,for_sale,60200,10,12,55.0,611 Hill Pl,Wichita,Kansas,67207,110.0,2021-11-12
26012,sold,5918400,4,8,0.13,391 Bridge Rd,Great Falls,Montana,59405,1632.0,2021-11-09
22611,for_sale,215000,3,2,0.12,995 Maple Ave,Calumet City,Illinois,60409,8157.0,2013-08-15
2765,sold,49700,12,9,4.44,699 Wilson Dr,Crossville,Tennessee,38555,8813.0,2022-04-15
56699,sold,249900,3,10,68.0,115 Roosevelt Pl,Ellisville,Missouri,63011,10210.0,2022-03-04
84529,for_sale,2100,7,3,66.0,162 Mill St,Tustin,California,92782,59.0,2011-11-14
22792,sold,34600,10,2,0.0079,977 Adams Blvd,Westford,Massachusetts,1886,11090.0,2021-11-19
15757,for_sale,69900,10,8,0.17,520 View Rd,Enid,Oklahoma,73701,8069.0,2016-06-09
92736,for_sale,8820000,3,9,0.26,862 King Blvd,Owasso,Oklahoma,74055,1144.0,2017-12-29
34888,sold,389000,3,12,0.22,383 Market St,Houston,Texas,77025,1696.0,2021-12-16
21986,sold,13749700,4,3,0.17,614 Garden Ct,Pooler,Georgia,31322,7588.0,2021-12-30
107955,for_sale,2199000,3,3,45.0,20 First Dr,Hingham,Massachusetts,2043,160.0,1992-10-22
22721,sold,799999,4,4,0.0043,900 Baker Ln,Natick,Massachusetts,1760,57.0,2022-04-05
76215,sold,339000,3,3,0.34,60 Franklin Ave,Bella Vista,Arkansas,72714,150.0,2021-12-07
48807,for_sale,23000,3,9,0.2,88 East Ave,San Antonio,Texas,78254,57.0,2004-05-14
53592,for_sale,619900,4,8,2.1,779 Third Blvd,Mchenry,Illinois,60050,10700.0,2020-04-02
78247,sold,24300,8,2,47.0,676 South Blvd,Troy,Illinois,62294,1613.0,2022-01-26
687,sold,355000,8,2,0.19,272 Terrace Ln,Orlando,Florida,32828,1864.0,2021-12-08
22611,sold,280000,9,2,0.19,952 King Rd,Monroeville,Pennsylvania,15146,110.0,2022-04-19
57424,sold,935000,5,9,53.0,409 Wood Ct,Manteca,California,95337,3789.0,2022-02-18
23017,sold,240000,3,2,0.2,922 Square Ave,Moses Lake,Washington,98837,1670.0,2022-03-09
79245,for_sale,599900,5,7,0.002,254 Princess Ave,Bettendorf,Iowa,52722,3765.0,2016-11-21
86329,for_sale,699000,4,5,14.25,347 Oak Ln,Wetumpka,Alabama,36092,4758.0,2015-02-19
55214,sold,19579900,9,12,0.014,603 Princess St,San Jacinto,California,92583,7981.0,2022-05-03
81031,sold,219000,10,2,45.0,73 Lake Ln,Chambersburg,Pennsylvania,17202,1189.0,2021-11-24
10437,sold,350000,3,2,1.07,70 Cedar Dr,Cumming,Georgia,30041,1681.0,2022-02-23
22916,sold,4922600,4,11,0.28,73 Franklin Rd,Jacksonville,North Carolina,28546,3162.0,2022-04-25
78075,sold,7441400,2,7,60.0,686 East Ln,Reno,Nevada,89506,10670.0,2021-11-19
22671,sold,90000,10,2,62.0,553 Third Ct,Saint Louis,Missouri,63115,1152.0,2022-03-24
19903,sold,849500,3,8,0.18,249 South Pl,Houston,Texas,77030,2150.0,2021-12-31
105798,for_sale,21900,8,12,0.001,195 Spring Ave,Albany,Indiana,47320,2009.0,2020-06-19
52946,for_sale,6500,4,11,63.0,675 Circle Dr,Hulbert,Oklahoma,74441,130.0,2018-04-19
53177,for_sale,105000,3,2,47.0,434 Court Ct,Woodward,Oklahoma,73801,150.0,2007-06-29
103967,for_sale,17555000,3,3,0.23,885 Washington Ave,Iselin,New Jersey,8830,2000.0,2019-02-28
81824,sold,64600,7,11,0.0016,63 Field Dr,Sumter,South Carolina,29154,59.0,2021-12-22
19415,for_sale,309000,3,2,0.012,820 View Ln,Ojibwa,Wisconsin,54862,38.0,2020-02-04
108243,sold,499000,3,3,0.18,197 Meadow Ct,Kennewick,Washington,99337,2289.0,2022-03-30
68269,sold,3200,3,11,0.014,144 Terrace Blvd,Caldwell,Idaho,83605,8957.0,2021-12-17
53377,sold,33800,4,1,0.28,286 Bridge Ln,Saint Louis,Missouri,63114,8820.0,2022-01-18
54093,for_sale,265000,12,1,0.0084,896 Sunset Ct,Marathon,Florida,33050,321.0,2004-09-20
58970,sold,949900,11,7,0.23,828 Spring St,Kensington,Maryland,20895,2500.0,2021-12-30
51274,for_sale,23500,11,4,58.0,668 Maple Ave,Saratoga Springs,Utah,84043,3625.0,2019-04-19
78139,for_sale,3870000,1,1,0.58,949 Franklin Blvd,Palisade,Colorado,81526,987.0,2006-07-06
33901,for_sale,225000,2,2,57.0,417 East Ct,Greenfield,Indiana,46140,1456.0,2017-07-26
16829,sold,25300,11,11,0.18,219 Field St,Houston,Texas,77021,1626.0,2022-03-31
53673,for_sale,112900,3,2,0.0076,169 Meadow St,Mount Pleasant,Michigan,48858,1524.0,2012-08-13
16829,for_sale,23018300,10,7,0.29,400 Adams Ct,Port Washington,New York,11050,5828.0,2017-05-05
45936,for_sale,539900,12,7,0.21,293 Terrace Ct,Skaneateles,New York,13152,9027.0,2015-06-15
85655,sold,249900,3,7,0.22,159 Meadow Rd,Scituate,Rhode Island,2831,1310.0,2022-02-04
29538,for_sale,28500,3,2,0.37,223 Lake St,Long Beach,California,90802,1409.0,2016-06-10
75073,for_sale,375000,9,1,0.1,766 Church St,Columbus,Ohio,43206,1328.0,2020-07-06
22217,sold,23400,3,10,49.0,52 North Blvd,Alhambra,California,91803,1465.0,2022-04-08
5145,sold,750000,7,8,0.19,59 Park Blvd,Meridian,Idaho,83642,11330.0,2022-01-10
82978,for_sale,335000,7,11,0.0081,71 Hill Ln,Temple,Texas,76502,8370.0,2013-05-01
109950,sold,23618000,10,11,0.23,414 Second Ln,Fort Worth,Texas,76133,28.0,2022-01-19
56084,sold,279900,11,2,0.16,593 Elm Ave,Madison,Wisconsin,53704,1699.0,2021-12-17
10649,sold,13226700,10,2,0.2,430 Church Rd,Allison Park,Pennsylvania,15101,150.0,2022-04-13
104873,for_sale,21412200,4,7,69.0,210 Church Ln,Houston,Texas,77082,7454.0,2013-09-26
22562,for_sale,210000,8,2,51.0,272 Farm Blvd,Dearborn Heights,Michigan,48125,1960.0,2010-10-14
78200,sold,149000,3,11,0.15,688 Garfield Ct,Akron,Ohio,44314,6.7,2022-02-09
78167,sold,350000,3,8,0.0093,324 Sunset St,Saint Louis Park,Minnesota,55426,1908.0,2022-04-01
