brokered_by;status;price;bed;bath;acre_lot;street;city;state;zip_code;house_size;prev_sold_date;duplicate
78200.0;sold;-;3;;-1.0;Unknown;Akron;-;44314.0;41.0;2022-02-09;-1
-1.0;Unknown;9500;-;3;50.0;-;Troye;Unknown;62295.0;Unknown;-;18
;-;-;8;7;0.18;-;Unknown;Texas;;;2022-03-31;107
10437.0;s;$350000;three;two;1.07;70 Cedar Drive;Unknown;GA;;6.029757805325987e-05;-;6,94
10437.0;s;$350000;three;two;1.07;70 Cedar Drive;Unknown;GA;;6.029757805325987e-05;-;6,93
75073.0;;$375000;10;one;-1.0;Unknown;;OH;43206.0;Unknown;07/06/20;-1
53016.0;-;239000;9;-;0.56;-;Oak Ridge;-;37830.0;Unknown;2022-02-02;76,143
;Unknown;;11;Unknown;0.14;368 Shore Road;;FL;33542.0;3.945707070707071e-06;04/25/19;-1
;Unknown;$52000;7;three;0.42;673 West Place;Stuart Draft;Va;;6.553460743801653e-04;;5
;-;-;6;-;;55 Second Pl;Juliane;;-1.0;131.0;;31
53173.0;s;$350000;three;-;0.9;Unknown;;Unknown;25425.0;Unknown;;-1
31355.0;s;-;five;Unknown;;;Unknown;;55424.0;0.00029757805325987145;-;-1
45807.0;Unknown;;-;9;;;;Unknown;44442.0;6.266500229568411e-05;04/17/91;-1
-1.0;for_sale;19151500;3;3;0.23;885 Washington Ave;Iselin;;;-;Unknown;131
79244.0;for_sale;Unknown;-;6;;254 Princess ;Betendorf;iowa;5272.0;-;2016-10-21;59,47
101497.0;-;$129900;10;-;1.95;575 King Place;Eastover;SC;29044.0;0.0003719725665748393;09/20/21;-1
;-;;;;15.0;;Sunter;Suth Carolina;29254.0;Unknown;Unknown;0
;-;-;8;7;0.18;-;Unknown;Texas;;;2022-03-31;92
109987.0;Unknown;$490000;-;four;-1.0;229 Broadway Avenue;Corpus Christi;TX;;;04/03/19;-1
81031.0;-;219000;;2;;;Chambersburg;Pennsylvania;17202.0;1189.0;2021-11-24;-1
53592.0;f;Unknown;four;Unknown;;779 Third Boulevard;Mchenry;;60050.0;0.00034306129476584024;04/02/20;-1
;sold;-;5;7;;;Great Fall;-;59505.0;-;2011-11-9;57
107955.0;for_sale;2199000;-;-;55.0;20 First Dr;-;;-1.0;;1992-10-22;-1
;s;Unknown;Unknown;-;6.2e-06;;Alexandra;va;;-;-;38
15757.0;-;;8;-;;520 View Road;Unknown;OK;;0.00036121154729109277;06/09/16;-1
78184.0;Unknown;$385500;;Unknown;;;North Ports;fl;-1.0;2.94134527089072e-06;;144,72
86329.0;for_sale;699000;4;5;;Unknown;Wetumpka;Alabama;36092.0;4758.0;2015-02-19;136,24
23018.0;sold;245000;2;3;0.22;Unknown;Moses Lakes;Unknown;;1671.0;2022-4-9;119,35
58970.0;-;Unknown;8;12;-1.0;-;Kensington;;;8.967516069788796e-05;-;-1
23017.0;sold;240000;3;2;0.2;Unknown;Moses Lake;Unknown;;1670.0;2022-03-09;35,117
5145.0;Unknown;-;7;;;59 Park Blvd;;-;;10630.0;2022-01-10;-1
22611.0;for_sale;215000;3;Unknown;0.12;;-;Illinois;-1.0;;-;-1
57424.0;s;;Unknown;12;-1.0;409 Wood Court;Manteca;Unknown;95337.0;0.00013591167355371902;02/18/22;-1
;s;Unknown;;7;;52 North Boulevard;Unknown;-;;Unknown;04/08/22;86
34888.0;sold;Unknown;3;11;0.22;383 Market St;-;Texas;77025.0;-;2021-12-16;130,25
-1.0;f;$64900;three;two;;-;Unknown;CA;90802.0;-;06/10/16;142
;;15900;Unknown;4;44.0;668 Maple Ave;;-;-1.0;Unknown;2019-04-19;83
-1.0;-;-;;10;0.009;-;Albani;-;47322.0;7.2062959136822e-05;06/18/20;17
81671.0;sold;Unknown;-;Unknown;46.0;651 Vista Blvd;-;-;65552.0;120.0;;-1
22611.0;Unknown;$280000;9;Unknown;0.19;952 King Road;;;15146.0;Unknown;-;-1
3488.0;sold;Unknown;4;10;0.23;384 Market St;-;Texass;77026.0;-;2021-11-16;124,25
-1.0;for_sale;19152500;4;4;0.25;885 Washington ;Iseline;;;-;Unknown;103
45913.0;Unknown;Unknown;;-;-1.0;94 Washington Ave;Queensbury;;12804.0;-;2021-11-23;-1
;for_sale;Unknown;Unknown;10;0.0062;Unknown;;Masachusets;2630.0;1367.0;;87,7
109978.0;;760000;Unknown;2;;-;;;;-;2021-12-22;-1
76215.0;sold;339000;3;;0.34;-;Bella Vista;-;72714.0;Unknown;-;-1
86329.0;for_sale;699000;4;5;;Unknown;Wetumpka;Alabama;36092.0;4758.0;2015-02-19;116,24
;Unknown;27000;-;Unknown;7.0;977 Adams Blvd;Westford;Unknown;1886.0;9657.0;2021-11-19;28
78167.0;s;-;Unknown;7;6.0;-;Unknown;Unknown;55426.0;6.84400826446281e-05;Unknown;-1
;sold;;Unknown;-;-1.0;-;-;;;9650.0;;4
85655.0;sold;Unknown;3;10;-1.0;159 Meadow Rd;-;Unknown;;Unknown;Unknown;-1
19415.0;for_sale;309000;Unknown;Unknown;0.0098;820 View Ln;;Wisconsin;-1.0;140.0;2020-02-04;-1
-1.0;f;$65000;two;three;;-;Unknown;ca;90801.0;-;06/10/17;125
53017.0;-;239500;10;-;0.57;-;Oak Ride;-;37730.0;Unknown;2022-2-1;96,76
78184.0;Unknown;$385000;;Unknown;;;North Port;FL;-1.0;2.9413452708907252e-06;;72,115
53177.0;f;$105000;Unknown;Unknown;63.0;Unknown;-;OK;;4.304407713498622e-06;-;-1
;-;$56600;;one;61.0;380 Valley Lane;-;OH;-1.0;4.003099173553719e-05;08/03/20;30
81311.0;;$575000;10;;-1.0;Unknown;-;-;;;04/22/22;-1
82978.0;-;;Unknown;-;-1.0;71 Hill Ln;-;-;76502.0;;Unknown;40,27
;for_sale;;Unknown;;;675 Circle Dr;Hulbert;Oklahoma;-1.0;;2018-04-19;89
